20 38.31 38.75 39.31 43.93 37.55
40 43.52 42.2 46.11 38.34 36.23
60 40.49 40.91 42.17 39.07 36.1
80 40.4 40.8 42.39 42.11 41.88
100 41.86 39.05 40.36 41.64 40.83
120 40.91 42.32 36.73 38.49 39.57
140 40.72 45.83 46.06 43.45 41.88
160 42.03 48.65 43.07 44.04 38.87
180 43.52 44.24 46.24 42.37 40.43
200 44.44 46.24 43.73 46.79 40.15
220 42.86 44.9 46.43 47.17 39.56
240 45.03 42.94 45.65 38.87 45.59
260 45.71 44.19 49.4 40.49 43.57
280 48.96 46.78 44.64 40.51 42.03
300 45.88 44.44 44.51 42.24 43.07
320 44.33 46.11 43.11 42.9 40.74
340 45.45 46.88 44.06 45.81 42.7
360 45.91 42.82 49.1 44.24 44.36
380 47.62 39.88 47.81 45.43 41.13
400 47.15 48.34 42.14 48.23 42.75
420 47.42 43.4 47.06 48.56 45.23
440 47.67 42.01 48.63 43.34 45.32
460 47.3 46.92 48.24 41.88 45.67
480 46.48 46.65 46.29 45.37 51.11
500 47.52 46.02 48.55 47.65 47.45
