100 48.52 40.89 36.99 40.15 37.29
200 47.81 46.98 41.75 39.85 38.49
300 51.45 42.3 47.4 43.77 46.34
400 44.96 44.65 44.08 43.18 42.45
500 49.29 47.52 47.02 47.06 43.24
600 53.49 46.75 47.47 46.76 44.19
700 48.43 51.59 53.85 52.17 49.04
800 50.42 57.5 57.14 45.73 50.0
900 50.0 52.2 55.02 53.61 49.62
1000 53.26 53.46 57.33 51.21 51.82
