20 30.48 17.66 25.7 30.67 26.71
40 32.88 25.07 25.88 27.61 26.37
60 35.4 27.3 28.12 31.36 29.77
80 35.58 28.96 29.18 33.53 32.57
100 37.04 32.04 32.14 31.55 30.56
120 39.04 25.92 31.14 33.54 31.95
140 38.21 30.72 35.09 32.84 32.56
160 41.75 34.83 36.73 31.8 35.42
180 41.01 34.36 35.29 37.84 34.25
200 44.56 32.22 37.87 37.65 33.91
220 42.93 29.52 37.68 40.63 31.65
240 44.0 33.73 41.3 35.22 35.02
260 44.61 29.41 40.48 37.92 34.69
280 44.27 39.08 40.85 39.07 36.86
300 41.19 36.95 39.3 41.9 39.71
320 40.81 38.95 41.67 42.44 39.29
340 38.17 40.0 41.42 40.12 38.36
360 45.92 41.6 40.58 38.96 35.37
380 45.64 37.5 44.71 42.44 37.86
400 41.99 38.04 42.23 45.81 33.56
420 47.55 36.99 41.44 41.77 39.86
440 42.89 35.99 40.98 38.41 34.48
460 45.24 40.35 44.31 39.48 38.13
480 41.52 39.53 42.35 41.61 38.89
500 47.12 41.14 42.73 40.0 39.04
